DATE,TRANSACTION ID,DESCRIPTION,QUANTITY,SYMBOL,PRICE,COMMISSION,AMOUNT,REG FEE,SHORT-TERM RDM FEE,FUND REDEMPTION FEE, DEFERRED SALES CHARGE
12/23/2019,24236135165,Bought 0.62 D @ 81.6661,0.62,D,81.6661,,-50.63,,,,
12/23/2019,24236260736,Bought 0.209 VFC @ 97.8363,0.209,VFC,97.8363,,-20.49,,,,
12/23/2019,24236135111,QUALIFIED DIVIDEND (D),,D,,,50.63,,,,
12/23/2019,24236260637,QUALIFIED DIVIDEND (VFC),,VFC,,,20.49,,,,
12/20/2019,24218926979,Bought 0.312 DUK @ 90.5819,0.312,DUK,90.5819,,-28.22,,,,
12/20/2019,24218926978,QUALIFIED DIVIDEND (DUK),,DUK,,,28.22,,,,
12/20/2019,24206760276,QUALIFIED DIVIDEND (KTB),,KTB,,,3.36,,,,
12/19/2019,24184729352,QUALIFIED DIVIDEND (HD),,HD,,,8.16,,,,
12/17/2019,24159048490,Bought 0.125 NEE @ 240.1133,0.125,NEE,240.1133,,-29.94,,,,
12/17/2019,24159048464,QUALIFIED DIVIDEND (NEE),,NEE,,,29.94,,,,
12/16/2019,24140045564,Bought 0.108 O @ 72.3204,0.108,O,72.3204,,-7.82,,,,
12/16/2019,24140045551,ORDINARY DIVIDEND (O),,O,,,7.82,,,,
12/13/2019,24122974261,Bought 0.115 MSFT @ 154.1552,0.115,MSFT,154.1552,,-17.74,,,,
12/13/2019,24122974256,QUALIFIED DIVIDEND (MSFT),,MSFT,,,17.74,,,,
12/11/2019,24093435296,Bought 0.086 TGT @ 125.417,0.086,TGT,125.417,,-10.79,,,,
12/11/2019,24093435274,QUALIFIED DIVIDEND (TGT),,TGT,,,10.79,,,,
12/03/2019,24013434307,Bought 0.259 WEC @ 88.1944,0.259,WEC,88.1944,,-22.84,,,,
12/03/2019,24013434277,QUALIFIED DIVIDEND (WEC),,WEC,,,22.84,,,,
11/26/2019,23939102162,Bought 0.235 WELL @ 83.7472,0.235,WELL,83.7472,,-19.66,,,,
11/26/2019,23939102161,ORDINARY DIVIDEND (WELL),,WELL,,,19.66,,,,
11/19/2019,23889022210,Bought 0.086 TXN @ 117.5008,0.086,TXN,117.5008,,-10.11,,,,
11/19/2019,23889022205,QUALIFIED DIVIDEND (TXN),,TXN,,,10.11,,,,
11/18/2019,23877735804,Bought 0.114 ABT @ 85.4574,0.114,ABT,85.4574,,-9.74,,,,
11/18/2019,23877758834,Bought 0.099 O @ 78.6947,0.099,O,78.6947,,-7.80,,,,
11/18/2019,23877814897,Bought 0.121 ETN @ 90.5933,0.121,ETN,90.5933,,-10.94,,,,
11/18/2019,23877621851,Bought 0.355 HRL @ 42.6543,0.355,HRL,42.6543,,-15.14,,,,
11/18/2019,23877758831,ORDINARY DIVIDEND (O),,O,,,7.80,,,,
11/18/2019,23877735774,QUALIFIED DIVIDEND (ABT),,ABT,,,9.74,,,,
11/18/2019,23877613713,Bought 0.208 LNT @ 53.4361,0.208,LNT,53.4361,,-11.14,,,,
11/18/2019,23877814873,QUALIFIED DIVIDEND (ETN),,ETN,,,10.94,,,,
11/18/2019,23877621838,QUALIFIED DIVIDEND (HRL),,HRL,,,15.14,,,,
11/18/2019,23877613707,QUALIFIED DIVIDEND (LNT),,LNT,,,11.14,,,,
11/15/2019,23864650465,Bought 0.03 AAPL @ 264.0599,0.03,AAPL,264.0599,,-7.79,,,,
11/15/2019,23864650464,QUALIFIED DIVIDEND (AAPL),,AAPL,,,7.79,,,,
11/06/2019,23783329829,Bought 0.059 CBRL @ 161.7159,0.059,CBRL,161.7159,,-9.47,,,,
11/06/2019,23783329828,QUALIFIED DIVIDEND (CBRL),,CBRL,,,9.47,,,,
11/04/2019,23758629242,Bought 1.326 T @ 39.1555,1.326,T,39.1555,,-51.91,,,,
11/04/2019,23758510318,Bought 0.477 VZ @ 60.2188,0.477,VZ,60.2188,,-28.75,,,,
11/04/2019,23758629240,QUALIFIED DIVIDEND (T),,T,,,51.91,,,,
11/04/2019,23758510316,QUALIFIED DIVIDEND (VZ),,VZ,,,28.75,,,,
11/04/2019,23751593146,QUALIFIED DIVIDEND (CVS),,CVS,,,10.00,,,,
11/01/2019,23744048308,Bought 0.228 TD @ 57.2419,0.228,TD,57.2419,,-13.07,,,,
11/01/2019,23744048289,QUALIFIED DIVIDEND (TD),,TD,,,13.07,,,,
10/16/2019,23602402336,Bought 0.1 O @ 78.087,0.1,O,78.087,,-7.78,,,,
10/16/2019,23602402313,ORDINARY DIVIDEND (O),,O,,,7.78,,,,
10/16/2019,23602300042,Bought 0.632 BCE @ 49.0286,0.632,BCE,49.0286,,-30.99,,,,
10/16/2019,23602299960,QUALIFIED DIVIDEND (BCE),,BCE,,,30.99,,,,
10/10/2019,23565289894,Bought 0.117 ITW @ 149.8079,0.117,ITW,149.8079,,-17.48,,,,
10/10/2019,23565289893,QUALIFIED DIVIDEND (ITW),,ITW,,,17.48,,,,
10/02/2019,23494074719,Bought 0.093 ADP @ 157.4585,0.093,ADP,157.4585,,-14.67,,,,
10/02/2019,23494082226,Bought 0.202 GPC @ 94.6311,0.202,GPC,94.6311,,-19.14,,,,
10/02/2019,23494074704,QUALIFIED DIVIDEND (ADP),,ADP,,,14.67,,,,
10/02/2019,23494082217,QUALIFIED DIVIDEND (GPC),,GPC,,,19.14,,,,
09/25/2019,23387629222,Bought 0.297 DUK @ 94.0982,0.297,DUK,94.0982,,-27.94,,,,
09/25/2019,23387629221,QUALIFIED DIVIDEND (DUK),,DUK,,,27.94,,,,
09/23/2019,23365820605,Bought 0.618 D @ 80.9897,0.618,D,80.9897,,-50.07,,,,
09/23/2019,23365762903,Bought 0.21 VFC @ 87.044,0.21,VFC,87.044,,-18.27,,,,
09/23/2019,23365820592,QUALIFIED DIVIDEND (D),,D,,,50.07,,,,
09/23/2019,23365762888,QUALIFIED DIVIDEND (VFC),,VFC,,,18.27,,,,
09/20/2019,23348575924,QUALIFIED DIVIDEND (KTB),,KTB,,,3.36,,,,
09/19/2019,23344271884,QUALIFIED DIVIDEND (HD),,HD,,,8.16,,,,
09/17/2019,23326589671,Bought 0.135 NEE @ 220.4961,0.135,NEE,220.4961,,-29.77,,,,
09/17/2019,23326589645,QUALIFIED DIVIDEND (NEE),,NEE,,,29.77,,,,
09/16/2019,23315711147,Bought 0.105 O @ 73.4395,0.105,O,73.4395,,-7.73,,,,
09/16/2019,23315711115,ORDINARY DIVIDEND (O),,O,,,7.73,,,,
09/13/2019,23303310466,Bought 0.116 MSFT @ 137.5071,0.116,MSFT,137.5071,,-15.95,,,,
09/13/2019,23303310462,QUALIFIED DIVIDEND (MSFT),,MSFT,,,15.95,,,,
09/11/2019,23280069316,Bought 0.098 TGT @ 109.021,0.098,TGT,109.021,,-10.73,,,,
09/11/2019,23280069312,QUALIFIED DIVIDEND (TGT),,TGT,,,10.73,,,,
09/04/2019,23219848280,Bought 0.233 WEC @ 97.6035,0.233,WEC,97.6035,,-22.71,,,,
09/04/2019,23219848234,QUALIFIED DIVIDEND (WEC),,WEC,,,22.71,,,,
08/27/2019,23142484999,Bought 0.22 WELL @ 88.3062,0.22,WELL,88.3062,,-19.47,,,,
08/27/2019,23142484998,ORDINARY DIVIDEND (WELL),,WELL,,,19.47,,,,
08/19/2019,23094036453,Bought 0.137 ETN @ 78.9001,0.137,ETN,78.9001,,-10.84,,,,
08/19/2019,23094036451,QUALIFIED DIVIDEND (ETN),,ETN,,,10.84,,,,
08/16/2019,23083475353,Bought 0.038 AAPL @ 205.593,0.038,AAPL,205.593,,-7.76,,,,
08/16/2019,23083040408,Bought 0.106 O @ 72.6036,0.106,O,72.6036,,-7.71,,,,
08/16/2019,23083040387,ORDINARY DIVIDEND (O),,O,,,7.71,,,,
08/16/2019,23083475348,QUALIFIED DIVIDEND (AAPL),,AAPL,,,7.76,,,,
08/16/2019,23082968677,Bought 0.115 ABT @ 84.6744,0.115,ABT,84.6744,,-9.70,,,,
08/16/2019,23082893047,Bought 0.363 HRL @ 41.4688,0.363,HRL,41.4688,,-15.06,,,,
08/16/2019,23082968666,QUALIFIED DIVIDEND (ABT),,ABT,,,9.70,,,,
08/16/2019,23082842368,Bought 0.214 LNT @ 51.7478,0.214,LNT,51.7478,,-11.07,,,,
08/16/2019,23082893009,QUALIFIED DIVIDEND (HRL),,HRL,,,15.06,,,,
08/16/2019,23082842355,QUALIFIED DIVIDEND (LNT),,LNT,,,11.07,,,,
08/13/2019,23050241680,Bought 0.07 TXN @ 123.1333,0.07,TXN,123.1333,,-8.59,,,,
08/13/2019,23050241678,QUALIFIED DIVIDEND (TXN),,TXN,,,8.59,,,,
08/06/2019,22997160119,Bought 0.055 CBRL @ 167.0793,0.055,CBRL,167.0793,,-9.24,,,,
08/06/2019,22997160118,QUALIFIED DIVIDEND (CBRL),,CBRL,,,9.24,,,,
08/05/2019,22985282787,Bought 0.127 CBRL @ 167.9538,0.127,CBRL,167.9538,,-21.31,,,,
08/05/2019,22985282784,QUALIFIED DIVIDEND (CBRL),,CBRL,,,21.31,,,,
08/02/2019,22973121137,Bought 1.498 T @ 34.1473,1.498,T,34.1473,,-51.15,,,,
08/02/2019,22973040066,Bought 0.501 VZ @ 55.5681,0.501,VZ,55.5681,,-27.86,,,,
08/02/2019,22973121135,QUALIFIED DIVIDEND (T),,T,,,51.15,,,,
08/02/2019,22973040061,QUALIFIED DIVIDEND (VZ),,VZ,,,27.86,,,,
08/02/2019,22964825818,QUALIFIED DIVIDEND (CVS),,CVS,,,10.00,,,,
08/01/2019,22960465819,Bought 0.222 TD @ 58.3748,0.222,TD,58.3748,,-12.95,,,,
08/01/2019,22960465818,QUALIFIED DIVIDEND (TD),,TD,,,12.95,,,,
07/16/2019,22822777941,Bought 0.111 O @ 69.5585,0.111,O,69.5585,,-7.69,,,,
07/16/2019,22822777905,ORDINARY DIVIDEND (O),,O,,,7.69,,,,
07/16/2019,22822538001,Bought 0.671 BCE @ 46.1852,0.671,BCE,46.1852,,-30.97,,,,
07/16/2019,22822537994,QUALIFIED DIVIDEND (BCE),,BCE,,,30.97,,,,
07/11/2019,22793773238,Bought 0.111 ITW @ 146.1525,0.111,ITW,146.1525,,-16.23,,,,
07/11/2019,22793773231,QUALIFIED DIVIDEND (ITW),,ITW,,,16.23,,,,
07/02/2019,22724922947,Bought 0.091 ADP @ 160.0227,0.091,ADP,160.0227,,-14.60,,,,
07/02/2019,22724922923,QUALIFIED DIVIDEND (ADP),,ADP,,,14.60,,,,
07/02/2019,22723971282,Bought 0.183 GPC @ 104.0762,0.183,GPC,104.0762,,-19.00,,,,
07/02/2019,22723971280,QUALIFIED DIVIDEND (GPC),,GPC,,,19.00,,,,
06/21/2019,22598354031,Bought 0.31 DUK @ 87.4,0.31,DUK,87.40,,-27.13,,,,
06/21/2019,22598354030,QUALIFIED DIVIDEND (DUK),,DUK,,,27.13,,,,
06/21/2019,22597457563,Bought 0.64 D @ 77.284,0.64,D,77.284,,-49.48,,,,
06/21/2019,22597457556,QUALIFIED DIVIDEND (D),,D,,,49.48,,,,
06/21/2019,22596540585,Bought 0.244 VFC @ 88.3848,0.244,VFC,88.3848,,-21.54,,,,
06/21/2019,22596540560,QUALIFIED DIVIDEND (VFC),,VFC,,,21.54,,,,
06/20/2019,22579571191,QUALIFIED DIVIDEND (HD),,HD,,,8.16,,,,
06/18/2019,22559560471,Bought 0.144 NEE @ 205.6643,0.144,NEE,205.6643,,-29.59,,,,
06/18/2019,22559560459,QUALIFIED DIVIDEND (NEE),,NEE,,,29.59,,,,
06/18/2019,22558692035,Bought 15 ABT @ 82.225,15,ABT,82.225,4.95,-1238.33,,,,
06/17/2019,22549467620,Bought 0.104 O @ 73.2767,0.104,O,73.2767,,-7.64,,,,
06/17/2019,22549467586,ORDINARY DIVIDEND (O),,O,,,7.64,,,,
06/14/2019,22537755888,Bought 0.12 MSFT @ 132.3448,0.12,MSFT,132.3448,,-15.89,,,,
06/14/2019,22537755886,QUALIFIED DIVIDEND (MSFT),,MSFT,,,15.89,,,,
06/11/2019,22508577356,Bought 0.117 TGT @ 88.3067,0.117,TGT,88.3067,,-10.33,,,,
06/11/2019,22508577345,QUALIFIED DIVIDEND (TGT),,TGT,,,10.33,,,,
06/04/2019,22447215737,Bought 0.278 WEC @ 81.2018,0.278,WEC,81.2018,,-22.54,,,,
06/04/2019,22447215736,QUALIFIED DIVIDEND (WEC),,WEC,,,22.54,,,,
05/31/2019,22392681530,Bought 0.242 WELL @ 79.6852,0.242,WELL,79.6852,,-19.26,,,,
05/31/2019,22392681529,ORDINARY DIVIDEND (WELL),,WELL,,,19.26,,,,
